Geneid;Chr;Start;End;Strand;Length;Description
GSK3B-DT;chr3;120094895;120095042;+;3554;GSK3B divergent transcript
GSKIP;chr14;96363452;96363568;+;4567;GSK3B interacting protein
GSN;chr9;121207794;121207897;+;11057;gelsolin
GSN-AS1;chr9;121280768;121285530;-;4763;GSN antisense RNA 1
GSPT1;chr16;11868128;11873171;-;8054;G1 to S phase transition 1
GSPT2;chrX;51743442;51746232;+;2791;G1 to S phase transition 2
GSR;chr8;30678066;30679669;-;3602;glutathione-disulfide reductase
GSS;chr20;34928432;34928951;-;6166;glutathione synthetase
GSTA4;chr6;52977948;52978592;-;2101;glutathione S-transferase alpha 4
GSTCD;chr4;105708778;105709206;+;6292;glutathione S-transferase C-terminal domain containing
GSTCD-AS1;chr4;105746245;105746423;-;826;GSTCD antisense RNA 1
GSTK1;chr7;143244093;143244276;+;4214;glutathione S-transferase kappa 1
GSTM1;chr1;109687814;109687909;+;2512;glutathione S-transferase mu 1
GSTM2;chr1;109668022;109668151;+;9116;glutathione S-transferase mu 2
GSTM3;chr1;109733932;109737169;-;4750;glutathione S-transferase mu 3
GSTM3P2;chr2;159056005;159056290;-;530;glutathione S-transferase mu 3 pseudogene 2
GSTM4;chr1;109656099;109656425;+;5442;glutathione S-transferase mu 4
GSTM5;chr1;109711780;109711827;+;6067;glutathione S-transferase mu 5
GSTM5P1;chr3;12257801;12258460;-;660;glutathione S-transferase mu 5 pseudogene 1
GSTO1;chr10;104235356;104235436;+;1691;glutathione S-transferase omega 1
GSTO2;chr10;104268873;104269269;+;9926;glutathione S-transferase omega 2
GSTP1;chr11;67583742;67583844;+;1764;glutathione S-transferase pi 1
GSTT2;chr22;23980058;23980309;+;1184;glutathione S-transferase theta 2 (gene/pseudogene)
GSTT2B;chr22;23957414;23957932;-;1108;glutathione S-transferase theta 2B
GSTZ1;chr14;77320996;77321183;+;8365;glutathione S-transferase zeta 1
GSX1;chr13;27792483;27793102;+;1823;GS homeobox 1
GSX2;chr4;54099523;54099636;+;1787;GS homeobox 2
GTDC1;chr2;143938068;143947135;-;14162;glycosyltransferase like domain containing 1
GTF2A1;chr14;81175452;81180330;-;6826;general transcription factor IIA subunit 1
GTF2A2;chr15;59638062;59639157;-;3204;general transcription factor IIA subunit 2
GTF2B;chr1;88852633;88853346;-;2524;general transcription factor IIB
GTF2E1;chr3;120742637;120742794;+;3370;general transcription factor IIE subunit 1
GTF2E2;chr8;30578318;30579037;-;2580;general transcription factor IIE subunit 2
GTF2F1;chr19;6379572;6380485;-;2876;general transcription factor IIF subunit 1
GTF2F2;chr13;45120510;45120721;+;3608;general transcription factor IIF subunit 2
GTF2F2P1;chr4;147506091;147506765;+;675;general transcription factor IIF subunit 2 pseudogene 1
GTF2H1;chr11;18322295;18322740;+;6940;general transcription factor IIH subunit 1
GTF2H2;chr5;71035016;71035796;-;6330;general transcription factor IIH subunit 2
GTF2H2B;chr5;70415352;70415389;+;3979;general transcription factor IIH subunit 2B (pseudogene)
GTF2H2C;chr5;69560191;69560403;+;7980;GTF2H2 family member C
GTF2H3;chr12;123633739;123633872;+;3994;general transcription factor IIH subunit 3
GTF2H4;chr6;30908207;30908403;+;2330;general transcription factor IIH subunit 4
GTF2H5;chr6;158168350;158169002;+;8762;general transcription factor IIH subunit 5
GTF2I;chr7;74650231;74650796;+;11303;general transcription factor IIi
GTF2I-AS1;chr7;74688864;74689271;-;2922;GTF2I antisense RNA 1
GTF2IP1;chr7;75185385;75187295;-;7453;general transcription factor IIi pseudogene 1
GTF2IP12;chr4;119405523;119410138;-;10418;general transcription factor IIi pseudogene 12
GTF2IP13;chr7;45769060;45769487;+;10399;general transcription factor IIi pseudogene 13
GTF2IP14;chr7;65084103;65084257;+;586;general transcription factor IIi pseudogene 14
GTF2IP20;chr1;223951394;223953439;-;4199;general transcription factor IIi pseudogene 20
GTF2IP23;chr7;66880708;66880893;+;351;general transcription factor IIi pseudogene 23
GTF2IP4;chr7;73154938;73155343;+;3609;general transcription factor IIi pseudogene 4
GTF2IP5;chr7;65773620;65773726;+;731;general transcription factor IIi pseudogene 5
GTF2IP7;chr7;76090431;76092166;-;2574;general transcription factor IIi pseudogene 7
GTF2IRD1;chr7;74453790;74454176;+;6499;GTF2I repeat domain containing 1
GTF2IRD1P1;chr7;66809993;66811543;-;4046;GTF2I repeat domain containing 1 pseudogene 1
GTF2IRD2;chr7;74796151;74798265;-;8359;GTF2I repeat domain containing 2
GTF2IRD2B;chr7;75092573;75092765;+;6560;GTF2I repeat domain containing 2B
GTF2IRD2P1;chr7;73242751;73244871;-;3528;GTF2I repeat domain containing 2 pseudogene 1
GTF3A;chr13;27424619;27424938;+;2926;general transcription factor IIIA
GTF3AP2;chr14;71044375;71044640;-;266;general transcription factor IIIA pseudogene 2
GTF3C1;chr16;27459555;27459613;-;11562;general transcription factor IIIC subunit 1
GTF3C2;chr2;27325849;27326893;-;5702;general transcription factor IIIC subunit 2
GTF3C2-AS1;chr2;27335520;27336088;+;3324;GTF3C2 antisense RNA 1
GTF3C2-AS2;chr2;27356246;27356856;+;3412;GTF3C2 antisense RNA 2
GTF3C3;chr2;196763035;196764685;-;7330;general transcription factor IIIC subunit 3
GTF3C4;chr9;132670035;132670955;+;9041;general transcription factor IIIC subunit 4
GTF3C5;chr9;133030675;133031164;+;3592;general transcription factor IIIC subunit 5
GTF3C6;chr6;110958706;110958826;+;921;general transcription factor IIIC subunit 6
GTPBP1;chr22;38705742;38705817;+;8021;GTP binding protein 1
GTPBP10;chr7;90335223;90335571;+;10434;GTP binding protein 10
GTPBP2;chr6;43605316;43605382;-;4726;GTP binding protein 2
GTPBP3;chr19;17334920;17335122;+;4528;GTP binding protein 3, mitochondrial
GTPBP4;chr10;988434;988527;+;6121;GTP binding protein 4
GTPBP8;chr3;112990984;112991335;+;3720;GTP binding protein 8 (putative)
GTSCR1;chr18;70630519;70630689;-;694;Gilles de la Tourette syndrome chromosome region, candidate 1
GTSE1;chr22;46296870;46296931;+;4113;G2 and S-phase expressed 1
GTSE1-DT;chr22;46295143;46296660;-;1518;GTSE1 divergent transcript
GTSF1;chr12;54455950;54456153;-;2524;gametocyte specific factor 1
GUCA1A;chr6;42173364;42173814;+;2971;guanylate cyclase activator 1A
GUCA1B;chr6;42183284;42184942;-;2270;guanylate cyclase activator 1B
GUCA1C;chr3;108907792;108908209;-;1164;guanylate cyclase activator 1C
GUCD1;chr22;24540423;24543100;-;4395;guanylyl cyclase domain containing 1
GUCY1A1;chr4;155666726;155666965;+;10461;guanylate cyclase 1 soluble subunit alpha 1
GUCY1A2;chr11;106674019;106687756;-;16306;guanylate cyclase 1 soluble subunit alpha 2
GUCY1B1;chr4;155758992;155759143;+;3944;guanylate cyclase 1 soluble subunit beta 1
GUCY1B2;chr13;50994511;50994811;-;4060;guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
GUCY2C;chr12;14612632;14613291;-;4191;guanylate cyclase 2C
GUCY2C-AS1;chr12;14665655;14665697;+;657;GUCY2C antisense RNA 1
GUCY2D;chr17;8002615;8002734;+;4022;guanylate cyclase 2D, retinal
GUCY2F;chrX;109372906;109372999;-;3728;guanylate cyclase 2F, retinal
GUF1;chr4;44678420;44678787;+;4463;GTP binding elongation factor GUF1
GUK1;chr1;228139962;228140159;+;4725;guanylate kinase 1
GULOP;chr8;27560274;27560374;+;748;gulonolactone (L-) oxidase, pseudogene
GULP1;chr2;188291669;188292166;+;12016;GULP PTB domain containing engulfment adaptor 1
GUSB;chr7;65960684;65961063;-;3893;glucuronidase beta
GUSBP1;chr5;21341833;21341976;+;10314;GUSB pseudogene 1
GUSBP10;chr7;57177409;57177528;-;665;GUSB pseudogene 10
GUSBP11;chr22;23638487;23638942;-;7764;GUSB pseudogene 11
GUSBP12;chr7;57200825;57200967;-;720;GUSB pseudogene 12
GUSBP13;chr5;69875271;69875319;+;633;GUSB pseudogene 13
GUSBP14;chr5;70219918;70220092;-;497;GUSB pseudogene 14
GUSBP16;chr5;70751184;70751232;+;640;GUSB pseudogene 16
GUSBP17;chr5;71220356;71220456;-;423;GUSB pseudogene 17
GUSBP18;chr5;34164698;34169153;-;6571;GUSB pseudogene 18
GUSBP19;chr5;100375700;100375784;-;747;GUSB pseudogene 19
GUSBP2;chr6;26871484;26871579;-;2071;GUSB pseudogene 2
GUSBP3;chr5;69639459;69640366;-;1296;GUSB pseudogene 3
GUSBP4;chr6;57919784;57919919;-;672;GUSB pseudogene 4
GUSBP5;chr4;143559472;143561460;+;1989;GUSB pseudogene 5
GUSBP6;chr7;64100305;64100460;+;1724;GUSB pseudogene 6
GUSBP7;chr5;100062275;100062359;-;745;GUSB pseudogene 7
GUSBP9;chr5;71197646;71197781;-;584;GUSB pseudogene 9
GVINP1;chr11;6713536;6721882;-;8943;GTPase, very large interferon inducible pseudogene 1
GVINP2;chr11;6748131;6750324;+;2194;GTPase, very large interferon inducible pseudogene 2
GVQW3;chr11;76381303;76382293;+;20110;GVQW motif containing 3
GXYLT1;chr12;42081845;42087947;-;7492;glucoside xylosyltransferase 1
GXYLT1P3;chr9;40348599;40349791;+;1193;GXYLT1 pseudogene 3
GXYLT1P4;chr9;66022661;66023062;-;2197;GXYLT1 pseudogene 4
GXYLT1P6;chr9;64488600;64489786;+;1187;GXYLT1 pseudogene 6
GXYLT1P7;chr2;94734655;94735844;-;1190;GXYLT1 pseudogene 7
GXYLT2;chr3;72888046;72888508;+;3683;glucoside xylosyltransferase 2
GYG1;chr3;148991408;148991647;+;7551;glycogenin 1
GYG2;chrX;2828822;2828975;+;3621;glycogenin 2
GYG2P1;chrY;12088010;12089285;-;5758;glycogenin 2 pseudogene 1
GYPA;chr4;144109303;144111410;-;4251;glycophorin A (MNS blood group)
GYPB;chr4;143996104;143996304;-;1907;glycophorin B (MNS blood group)
GYPC;chr2;126656133;126656312;+;3609;glycophorin C (Gerbich blood group)
GYPE;chr4;143870864;143872252;-;2007;glycophorin E (MNS blood group)
GYS1;chr19;48968130;48969611;-;4241;glycogen synthase 1
GZF1;chr20;23362182;23362237;+;5462;GDNF inducible zinc finger protein 1
GZMA;chr5;55102646;55102752;+;896;granzyme A
GZMB;chr14;24630954;24631214;-;1408;granzyme B
GZMH;chr14;24606480;24606746;-;951;granzyme H
GZMK;chr5;55024256;55024386;+;1567;granzyme K
GZMM;chr19;544034;544126;+;945;granzyme M
H1-0;chr22;37805229;37807432;+;2204;H1.0 linker histone
H1-1;chr6;26017032;26017787;-;756;H1.1 linker histone, cluster member
H1-10;chr3;129314771;129316286;-;1516;H1.10 linker histone
H1-10-AS1;chr3;129315392;129315638;+;3420;H1-10 antisense RNA 1
H1-2;chr6;26055740;26056470;-;731;H1.2 linker histone, cluster member
H1-3;chr6;26234212;26234987;-;776;H1.3 linker histone, cluster member
H1-4;chr6;26156329;26157115;+;787;H1.4 linker histone, cluster member
H1-5;chr6;27866792;27867588;-;797;H1.5 linker histone, cluster member
H1-6;chr6;26107412;26108135;-;724;H1.6 linker histone, cluster member
H1-7;chr12;48328980;48330279;+;1300;H1.7 linker histone
H1-9P;chr17;50171428;50172177;-;1296;H1.9 linker histone, pseudogene
H19;chr11;1995166;1995794;-;2913;H19 imprinted maternally expressed transcript
H2AC11;chr6;27133043;27133535;+;493;H2A clustered histone 11
H2AC12;chr6;27147106;27147562;+;457;H2A clustered histone 12
H2AC13;chr6;27808173;27808667;+;495;H2A clustered histone 13
H2AC14;chr6;27814302;27814777;-;476;H2A clustered histone 14
H2AC15;chr6;27837880;27838375;-;496;H2A clustered histone 15
H2AC16;chr6;27865317;27865798;+;482;H2A clustered histone 16
H2AC17;chr6;27892699;27893185;-;487;H2A clustered histone 17
H2AC20;chr1;149886918;149887411;+;494;H2A clustered histone 20
H2AC21;chr1;149887469;149887965;-;497;H2A clustered histone 21
H2AC4;chr6;26033092;26033618;-;527;H2A clustered histone 4
H2AC5P;chr6;26043989;26044357;+;369;H2A clustered histone 5, pseudogene
H2AC6;chr6;26124145;26124749;+;1668;H2A clustered histone 6
H2AC7;chr6;26198784;26199293;-;510;H2A clustered histone 7
H2AC8;chr6;26216921;26217437;+;517;H2A clustered histone 8
H2AJ;chr12;14774405;14775024;+;3332;H2A.J histone
H2AL3;chrX;37994272;37994904;+;633;H2A.L variant histone 3
H2AP;chrX;37990779;37991314;+;536;H2A.P histone
H2AW;chr1;228434777;228435461;-;1850;H2A.W histone
H2AX;chr11;119093874;119095465;-;1592;H2A.X variant histone
H2AZ1;chr4;99948086;99949740;-;2270;H2A.Z variant histone 1
H2AZ1-DT;chr4;99950006;99950228;+;5140;H2AZ1 divergent transcript
H2AZ2;chr7;44826791;44830163;-;7003;H2A.Z variant histone 2
H2AZ2-DT;chr7;44848416;44848493;+;362;H2AZ2 divergent transcript
H2AZ2P1;chr15;92713477;92716049;-;3283;H2AZ2 pseudogene 1
H2AZP1;chr21;44046347;44046506;-;395;H2A.Z histone pseudogene 1
H2AZP3;chr13;99215372;99215758;-;387;H2A.Z histone pseudogene 3
H2AZP4;chr11;70278921;70279297;-;377;H2A.Z histone pseudogene 4
H2BC10;chr6;26272931;26273412;+;482;H2B clustered histone 10
H2BC11;chr6;27125897;27126462;-;1046;H2B clustered histone 11
H2BC12;chr6;27146361;27146855;-;495;H2B clustered histone 12
H2BC13;chr6;27807479;27807929;-;451;H2B clustered histone 13
H2BC14;chr6;27815022;27815489;+;468;H2B clustered histone 14
H2BC15;chr6;27838545;27839065;+;4265;H2B clustered histone 15
H2BC17;chr6;27893425;27893891;+;467;H2B clustered histone 17
H2BC18;chr1;149782689;149783260;-;1798;H2B clustered histone 18
H2BC19P;chr1;149842875;149846486;+;3612;H2B clustered histone 19, pseudogene
H2BC20P;chr1;149844498;149850937;-;6440;H2B clustered histone 20, pseudogene
H2BC21;chr1;149884459;149886682;-;2224;H2B clustered histone 21
H2BC3;chr6;26043227;26043713;-;487;H2B clustered histone 3
H2BC4;chr6;26114873;26115135;-;723;H2B clustered histone 4
H2BC5;chr6;26158122;26158607;+;861;H2B clustered histone 5
H2BC6;chr6;26172059;26172788;+;2585;H2B clustered histone 6
H2BC7;chr6;26199516;26199988;+;473;H2B clustered histone 7
H2BC8;chr6;26216200;26216688;-;489;H2B clustered histone 8
H2BC9;chr6;26251614;26252075;+;462;H2B clustered histone 9
H2BP1;chr1;121107171;121108569;-;1832;H2B histone pseudogene 1
H2BP2;chr1;143875171;143875309;-;4107;H2B histone pseudogene 2
H2BP9;chrX;103904322;103904754;-;433;H2B histone pseudogene 9
H2BU1;chr1;228458103;228463104;+;5002;H2B.U histone 1
H2BU2P;chr1;228464213;228464594;-;382;H2B.U histone 2, pseudogene
H3-3A;chr1;226061851;226062094;+;3826;H3.3 histone A
H3-3A-DT;chr1;226045561;226046590;-;1542;H3-3A divergent transcript
H3-3B;chr17;75776434;75778723;-;6134;H3.3 histone B
H3-4;chr1;228424845;228425360;-;516;H3.4 histone
H3-5;chr12;31791185;31792298;-;1114;H3.5 histone
H3-7;chr1;143894544;143895841;-;3970;H3.7 histone (putative)
H3C1;chr6;26020451;26020958;+;508;H3 clustered histone 1
H3C10;chr6;27810051;27810536;+;1250;H3 clustered histone 10
H3C11;chr6;27871845;27872346;-;502;H3 clustered histone 11
H3C12;chr6;27890315;27890826;-;858;H3 clustered histone 12
H3C13;chr1;149813225;149813693;-;469;H3 clustered histone 13
H3C2;chr6;26031589;26032099;-;511;H3 clustered histone 2
H3C3;chr6;26045384;26045869;+;486;H3 clustered histone 3
H3C6;chr6;26224199;26224305;+;2679;H3 clustered histone 6
H3C7;chr6;26250142;26250635;-;494;H3 clustered histone 7
H3C8;chr6;26270918;26271413;-;496;H3 clustered histone 8
H3P16;chr4;139698144;139698554;-;411;H3 histone pseudogene 16
H3P23;chr5;88602780;88603117;+;338;H3 histone pseudogene 23
H3P25;chr5;139612002;139612363;-;362;H3 histone pseudogene 25
H3P31;chr9;26880178;26880549;-;372;H3 histone pseudogene 31
H3P33;chr11;11856490;11856859;-;370;H3 histone pseudogene 33
H3P37;chr14;23293852;23295726;+;1947;H3 histone pseudogene 37
H3P38;chr15;39951375;39951708;-;334;H3 histone pseudogene 38
H3P4;chr1;121118195;121118610;-;416;H3 histone pseudogene 4
H3P42;chr17;60315834;60316215;+;382;H3 histone pseudogene 42
H3P43;chrX;28659065;28659469;-;405;H3 histone pseudogene 43
H3P45;chrX;102615473;102615820;-;348;H3 histone pseudogene 45
H3P6;chr2;174719908;174720318;+;411;H3 histone pseudogene 6
H3P7;chr2;177344443;177344836;+;394;H3 histone pseudogene 7
H3P8;chr2;202505012;202505343;-;332;H3 histone pseudogene 8
H4-16;chr12;14767999;14769463;-;2454;H4 histone 16
H4C1;chr6;26021649;26022050;+;402;H4 clustered histone 1
H4C11;chr6;27824092;27824480;+;389;H4 clustered histone 11
H4C12;chr6;27831174;27831560;-;387;H4 clustered histone 12
H4C13;chr6;27873148;27873534;-;387;H4 clustered histone 13
H4C14;chr1;149832657;149833052;+;1878;H4 clustered histone 14
H4C2;chr6;26026896;26027283;-;388;H4 clustered histone 2
H4C3;chr6;26103933;26104337;+;405;H4 clustered histone 3
H4C4;chr6;26188710;26189112;-;403;H4 clustered histone 4
H4C5;chr6;26204610;26205021;+;412;H4 clustered histone 5
H4C6;chr6;26240393;26240793;+;401;H4 clustered histone 6
H4C8;chr6;26277609;26278477;-;2163;H4 clustered histone 8
H4C9;chr6;27139282;27139678;+;397;H4 clustered histone 9
H6PD;chr1;9234774;9235066;+;9322;hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
HAAO;chr2;42767089;42767515;-;2726;3-hydroxyanthranilate 3,4-dioxygenase
HABP2;chr10;113550837;113550961;+;3630;hyaluronan binding protein 2
HABP4;chr9;96450169;96450628;+;4088;hyaluronan binding protein 4
HACD1;chr10;17589032;17590446;-;3854;3-hydroxyacyl-CoA dehydratase 1
HACD2;chr3;123490820;123491184;-;5219;3-hydroxyacyl-CoA dehydratase 2
HACD3;chr15;65530418;65530718;+;7094;3-hydroxyacyl-CoA dehydratase 3
HACD4;chr9;20999509;21007119;-;9162;3-hydroxyacyl-CoA dehydratase 4
HACE1;chr6;104728094;104729764;-;9237;HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
HACL1;chr3;15560699;15560897;-;3060;2-hydroxyacyl-CoA lyase 1
HADH;chr4;107989714;107990064;+;12881;hydroxyacyl-CoA dehydrogenase
HADHA;chr2;26190635;26191395;-;4331;hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
HADHAP1;chr4;165404067;165406350;-;2284;HADHA pseudogene 1
HADHB;chr2;26243170;26243269;+;4277;hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
HAGH;chr16;1795620;1795720;-;5839;hydroxyacylglutathione hydrolase
HAGHL;chr16;726936;727140;+;5357;hydroxyacylglutathione hydrolase like
HAGLR;chr2;176164051;176164109;-;5120;HOXD antisense growth-associated long non-coding RNA
HAGLROS;chr2;176177717;176178253;+;1122;HAGLR opposite strand lncRNA
HAL;chr12;95972662;95974372;-;5146;histidine ammonia-lyase
HAMP;chr19;35280716;35280927;+;2862;hepcidin antimicrobial peptide
HAND2;chr4;173524969;173525028;-;3601;heart and neural crest derivatives expressed 2
HAND2-AS1;chr4;173527270;173528501;+;21289;HAND2 antisense RNA 1
HAO2;chr1;119368779;119368902;+;1877;hydroxyacid oxidase 2
HAP1;chr17;41717742;41718026;-;6223;huntingtin associated protein 1
HAPLN1;chr5;83637805;83641785;-;6198;hyaluronan and proteoglycan link protein 1
HAPLN2;chr1;156619331;156619535;+;2204;hyaluronan and proteoglycan link protein 2
HAPLN3;chr15;88877294;88878256;-;3489;hyaluronan and proteoglycan link protein 3
HAPLN4;chr19;19254756;19258208;-;4462;hyaluronan and proteoglycan link protein 4
HAR1A;chr20;63102205;63103254;+;1882;highly accelerated region 1A
HAR1B;chr20;63090806;63091561;-;5154;highly accelerated region 1B
HARBI1;chr11;46602861;46603909;-;2662;harbinger transposase derived 1
HARS1;chr5;140673035;140674328;-;14155;histidyl-tRNA synthetase 1
HARS2;chr5;140691430;140691515;+;3719;histidyl-tRNA synthetase 2, mitochondrial
HAS1;chr19;51713112;51714102;-;2238;hyaluronan synthase 1
HAS2;chr8;121612116;121615038;-;4240;hyaluronan synthase 2
HAS2-AS1;chr8;121639293;121639385;+;5647;HAS2 antisense RNA 1
HAS3;chr16;69105653;69105787;+;5200;hyaluronan synthase 3
HASPIN;chr17;3723903;3726699;+;2797;histone H3 associated protein kinase
HAT1;chr2;171922448;171922507;+;6794;histone acetyltransferase 1
HAUS1;chr18;46104378;46104441;+;2119;HAUS augmin like complex subunit 1
HAUS1P1;chr5;140581504;140582335;+;832;HAUS augmin like complex subunit 1 pseudogene 1
HAUS1P3;chr8;72618722;72619383;-;662;HAUS augmin like complex subunit 1 pseudogene 3
